classnum blue green red nir swir1 swir2 BUI BSI NBI EVI NDWI MSAVI sdev edev bcdev
112.0000 659.4928 1079.7391 1315.9275 2517.9855 1942.1304 1367.1884 -0.4462 0.0112 1.2941 0.1948 -0.4002 0.1822 0.0033 0.0371 0.0440
228.0000 821.4000 1482.5600 1891.4000 2474.1600 1330.8400 910.1200 -0.4413 -0.0106 1.3059 0.0840 -0.2537 0.0833 0.0110 0.0643 0.0760
112.0000 631.8696 1016.0326 1287.2174 2385.0652 2091.3587 1496.9783 -0.3623 0.0568 1.4262 0.1789 -0.4013 0.1677 0.0011 0.0293 0.0360
228.0000 847.0588 1499.7647 1928.1176 2584.4706 1648.1176 1209.5294 -0.3721 0.0203 1.3849 0.0929 -0.2669 0.0925 0.0035 0.0460 0.0501
228.0000 1024.4545 1890.9091 2385.0909 2141.2727 1710.0000 1240.6364 -0.1042 0.1256 1.9258 -0.0304 -0.0565 -0.0330 0.0030 0.0427 0.0423
112.0000 735.7848 1166.7612 1646.4173 2623.9396 3175.3438 2347.0814 -0.1366 0.1772 1.8384 0.1445 -0.3849 0.1416 0.0005 0.0288 0.0275
216.0000 836.6845 1457.8393 2614.7024 3424.7202 4837.1548 4120.5655 0.0368 0.2726 2.1769 0.0887 -0.4040 0.1023 0.0001 0.0209 0.0126
216.0000 796.9432 1419.6463 2671.0349 3505.4585 5016.7467 4337.8297 0.0423 0.2823 2.1937 0.0886 -0.4236 0.1045 0.0001 0.0248 0.0146
216.0000 827.8242 1487.3394 2722.8061 3558.6606 4999.6485 4306.5030 0.0354 0.2756 2.1710 0.0882 -0.4112 0.1040 0.0001 0.0207 0.0121
216.0000 1564.0448 2323.9552 3025.5709 3806.6679 4865.7985 4089.4776 0.0078 0.1902 2.0736 0.0966 -0.2420 0.0937 0.0001 0.0205 0.0112
216.0000 1478.0588 2239.0437 2949.6151 3701.0655 4818.7126 3948.8891 0.0181 0.2001 2.0996 0.0927 -0.2463 0.0912 0.0001 0.0198 0.0112
216.0000 1782.6279 2594.4884 3344.4651 4128.9767 5044.0698 4303.2093 -0.0052 0.1735 2.0324 0.0942 -0.2285 0.0905 0.0001 0.0238 0.0122
216.0000 1443.2927 2093.0000 2674.5610 3456.1707 4622.1463 3826.5366 0.0168 0.1967 2.1119 0.1047 -0.2458 0.0982 0.0001 0.0212 0.0127
216.0000 1727.9626 2706.4947 3513.8203 4193.0658 4616.8754 4109.8665 -0.0400 0.1573 1.9392 0.0761 -0.2155 0.0771 0.0001 0.0204 0.0104
216.0000 1727.6596 2690.2340 3468.6383 4133.0426 4521.8511 4022.6809 -0.0425 0.1538 1.9333 0.0755 -0.2115 0.0759 0.0001 0.0241 0.0133
216.0000 1650.8605 2586.3953 3346.9767 4006.7907 4384.0000 3868.0000 -0.0448 0.1549 1.9295 0.0760 -0.2154 0.0765 0.0001 0.0210 0.0116
216.0000 1784.1953 2793.2781 3634.3018 4337.4615 4773.4024 4254.0533 -0.0403 0.1573 1.9385 0.0772 -0.2165 0.0786 0.0001 0.0242 0.0119
216.0000 1641.8884 2588.8841 3369.7425 4046.6567 4540.5451 4001.7725 -0.0337 0.1634 1.9550 0.0771 -0.2197 0.0782 0.0001 0.0218 0.0116
112.0000 634.0548 1019.3493 1301.2877 2234.1199 2115.3219 1537.1610 -0.2876 0.0876 1.5447 0.1525 -0.3713 0.1430 0.0007 0.0256 0.0311
228.0000 994.4762 1758.8571 2295.7619 2702.5238 1531.0000 1126.0000 -0.3661 0.0170 1.4160 0.0549 -0.2133 0.0554 0.0053 0.0506 0.0501
112.0000 723.3579 1159.9842 1620.8026 2693.3895 3087.5737 2218.4921 -0.1825 0.1578 1.7484 0.1583 -0.3983 0.1552 0.0006 0.0300 0.0288
216.0000 1413.4852 2253.5089 3052.8402 3811.3195 4388.8994 3729.5740 -0.0402 0.1750 1.9526 0.0881 -0.2569 0.0908 0.0001 0.0288 0.0174
216.0000 1428.5549 2287.0578 3123.5838 3906.7168 4635.1272 4002.1850 -0.0262 0.1851 1.9864 0.0893 -0.2616 0.0928 0.0001 0.0269 0.0154
216.0000 1497.9394 2395.3939 3263.0303 4073.8485 4810.2121 4196.9394 -0.0277 0.1833 1.9818 0.0904 -0.2595 0.0943 0.0001 0.0242 0.0128
228.0000 898.6667 1604.3333 2090.6667 2566.8333 1605.0000 1178.3333 -0.3377 0.0320 1.4399 0.0657 -0.2319 0.0662 0.0080 0.0590 0.0630
228.0000 975.6383 1786.1702 2328.9149 2667.7660 1365.6809 986.7447 -0.4083 0.0060 1.3851 0.0471 -0.2003 0.0469 0.0060 0.0549 0.0564
216.0000 1632.7053 2610.8688 3449.9049 4141.6008 4643.6597 4107.1996 -0.0340 0.1673 1.9545 0.0765 -0.2268 0.0791 0.0001 0.0222 0.0116
216.0000 1581.7029 2531.1352 3328.6783 3999.7725 4445.2582 3878.9754 -0.0388 0.1642 1.9436 0.0759 -0.2249 0.0779 0.0001 0.0207 0.0113
216.0000 1643.3478 2627.0870 3461.3478 4155.9348 4629.4130 4064.2174 -0.0373 0.1650 1.9468 0.0768 -0.2254 0.0793 0.0001 0.0205 0.0107
216.0000 1555.6841 2483.0926 3260.8266 3921.8884 4412.6081 3831.1496 -0.0332 0.1670 1.9566 0.0758 -0.2246 0.0775 0.0001 0.0203 0.0113
216.0000 1536.5267 2419.4000 3163.0067 3822.6067 4295.0733 3718.8333 -0.0362 0.1638 1.9511 0.0775 -0.2248 0.0782 0.0001 0.0221 0.0126
216.0000 1518.2775 2444.2793 3217.6369 3868.4469 4309.9460 3736.7616 -0.0379 0.1658 1.9459 0.0747 -0.2256 0.0767 0.0001 0.0214 0.0121
216.0000 1560.7602 2511.4082 3302.0561 3988.3776 4506.9031 3947.5408 -0.0331 0.1692 1.9579 0.0777 -0.2273 0.0799 0.0001 0.0224 0.0122
228.0000 1245.7604 2298.0729 3039.0208 2713.7396 850.0104 614.0521 -0.5037 -0.0113 1.4299 -0.0268 -0.0948 -0.0355 0.0029 0.0404 0.0401
228.0000 1066.5854 1897.3902 2466.6098 2563.2439 1410.0000 1060.1463 -0.3176 0.0320 1.5119 0.0136 -0.1499 0.0133 0.0027 0.0404 0.0392
228.0000 1108.1867 1916.5600 2477.9667 2690.4333 1576.2600 1202.8133 -0.3526 0.0283 1.5008 0.0342 -0.1698 0.0302 0.0017 0.0363 0.0347
228.0000 1051.5952 1873.6905 2432.3333 2574.2619 1228.6667 881.2381 -0.4150 0.0032 1.4204 0.0254 -0.1638 0.0220 0.0024 0.0391 0.0404
228.0000 1064.3103 1895.7241 2619.7069 3020.7241 1940.3793 1499.1207 -0.3299 0.0482 1.5039 0.0515 -0.2310 0.0532 0.0016 0.0325 0.0276
216.0000 976.2063 1877.8095 3485.8254 4461.8413 5863.8413 5174.8571 0.0129 0.2645 2.0955 0.0870 -0.4076 0.1095 0.0001 0.0423 0.0212
216.0000 881.3736 1696.2308 3269.3022 4286.4176 5762.6758 5015.0385 0.0123 0.2721 2.1071 0.0932 -0.4330 0.1169 0.0001 0.0364 0.0188
216.0000 853.5600 1667.0000 3280.1867 4321.8600 5780.2833 5032.9300 0.0073 0.2728 2.0964 0.0943 -0.4433 0.1194 0.0001 0.0370 0.0189
228.0000 1258.1176 2335.0588 3212.8824 2827.8824 880.8824 664.8235 -0.4725 0.0008 1.4496 -0.0414 -0.0959 -0.0473 0.0017 0.0351 0.0311
216.0000 1053.4062 1999.1562 3538.7188 4502.5938 5817.5625 5124.3125 0.0076 0.2549 2.0782 0.0866 -0.3851 0.1075 0.0001 0.0508 0.0251
216.0000 1147.3230 2014.7566 3372.8606 4321.2434 5567.2389 4888.1217 0.0026 0.2411 2.0690 0.0913 -0.3651 0.1080 0.0001 0.0332 0.0168
228.0000 1225.9322 2247.3051 3109.6271 2907.4068 1255.1186 966.3898 -0.4064 0.0252 1.4989 -0.0191 -0.1306 -0.0236 0.0025 0.0405 0.0348
228.0000 1196.3565 2183.0435 3031.8522 2841.0783 1309.4000 1017.1391 -0.3711 0.0348 1.5264 -0.0184 -0.1335 -0.0225 0.0024 0.0377 0.0334
228.0000 1331.3826 2467.2609 3436.6130 2881.5087 1017.4304 795.7261 -0.4520 0.0268 1.5455 -0.0529 -0.0820 -0.0648 0.0026 0.0397 0.0335
228.0000 920.8065 1407.4919 1808.5484 2309.1129 2247.8065 1392.5323 -0.1347 0.1138 1.7603 0.0770 -0.2418 0.0719 0.0013 0.0463 0.0510
228.0000 1034.5487 1546.3274 1966.8053 2528.6814 2659.7168 1882.5841 -0.1012 0.1292 1.8282 0.0846 -0.2404 0.0785 0.0006 0.0386 0.0382
228.0000 1872.7500 2969.2500 3650.0000 4311.2500 1589.7500 1271.5000 -0.5655 -0.0839 1.2179 0.0753 -0.1859 0.0745 0.0013 0.0412 0.0269
228.0000 924.2021 1450.2927 1885.8606 2243.9826 2323.8955 1586.9024 -0.0693 0.1411 1.8760 0.0538 -0.2148 0.0512 0.0004 0.0382 0.0437
216.0000 877.9775 1741.4719 3432.3596 4487.7640 5913.3483 5193.9438 0.0038 0.2706 2.0827 0.0926 -0.4412 0.1187 0.0001 0.0461 0.0232
216.0000 981.2857 1899.2063 3570.1905 4598.0635 6013.3651 5273.4286 0.0074 0.2641 2.0843 0.0896 -0.4156 0.1138 0.0001 0.0543 0.0265
216.0000 850.0318 1686.5087 3404.5173 4395.2399 5942.3092 5251.3540 0.0226 0.2811 2.1268 0.0870 -0.4456 0.1121 0.0001 0.0438 0.0220
216.0000 858.7477 1703.3634 3438.1291 4462.0000 6036.2823 5320.7447 0.0204 0.2808 2.1236 0.0893 -0.4478 0.1152 0.0001 0.0511 0.0253
216.0000 1175.4495 2113.6606 3524.1927 4473.6697 5748.2477 5073.8899 0.0059 0.2428 2.0727 0.0885 -0.3585 0.1062 0.0001 0.0359 0.0178
216.0000 878.2624 1725.3663 3418.7129 4435.9158 5959.2624 5252.3663 0.0171 0.2767 2.1146 0.0897 -0.4403 0.1148 0.0001 0.0433 0.0216
216.0000 918.8917 1787.4076 3402.5541 4374.1847 5802.4363 5116.4682 0.0154 0.2698 2.1046 0.0870 -0.4200 0.1101 0.0001 0.0349 0.0177
216.0000 851.8300 1687.2104 3375.0605 4344.3718 5867.2882 5192.4121 0.0235 0.2802 2.1276 0.0859 -0.4408 0.1102 0.0001 0.0390 0.0198
216.0000 841.0000 1670.7059 3383.2059 4396.0000 5917.0294 5218.9412 0.0173 0.2795 2.1160 0.0892 -0.4494 0.1148 0.0001 0.0435 0.0222
216.0000 897.7804 1750.9642 3380.0453 4361.2745 5815.6468 5118.8305 0.0161 0.2723 2.1087 0.0879 -0.4273 0.1114 0.0001 0.0364 0.0185
216.0000 939.2014 1813.0521 3362.0764 4320.8924 5729.9340 5064.0799 0.0154 0.2670 2.1043 0.0873 -0.4090 0.1093 0.0001 0.0321 0.0164
216.0000 938.1717 1784.3771 3272.2559 4177.5084 5463.3367 4781.0707 0.0116 0.2614 2.0912 0.0845 -0.4021 0.1046 0.0001 0.0262 0.0137
216.0000 845.4286 1682.4857 3420.1714 4464.1429 5984.8000 5257.0571 0.0132 0.2783 2.1070 0.0911 -0.4526 0.1176 0.0001 0.0463 0.0232
216.0000 896.5397 1780.4435 3440.1423 4433.6234 5857.0460 5188.6192 0.0122 0.2712 2.0972 0.0876 -0.4271 0.1119 0.0001 0.0389 0.0198
216.0000 892.8694 1760.2027 3465.2793 4439.6847 5942.9324 5276.6712 0.0215 0.2765 2.1193 0.0854 -0.4325 0.1096 0.0001 0.0432 0.0217
216.0000 830.0180 1668.0991 3403.4865 4400.2613 5936.4144 5248.3243 0.0209 0.2821 2.1229 0.0872 -0.4504 0.1128 0.0001 0.0433 0.0219
216.0000 945.4921 1849.4762 3544.3175 4541.9524 5996.1746 5326.8730 0.0147 0.2699 2.1008 0.0868 -0.4219 0.1110 0.0001 0.0475 0.0234
228.0000 1002.8182 1758.1818 2279.8182 2746.4545 1899.9091 1491.4091 -0.2815 0.0536 1.5220 0.0623 -0.2202 0.0630 0.0059 0.0595 0.0564
228.0000 1177.5104 2039.5208 2649.4271 2802.9583 1547.9271 1214.8958 -0.3400 0.0247 1.4948 0.0219 -0.1579 0.0206 0.0017 0.0354 0.0316
228.0000 1163.3000 2034.7000 2654.8750 2736.2500 1406.3250 1097.0500 -0.3562 0.0187 1.4816 0.0120 -0.1471 0.0110 0.0020 0.0389 0.0362
228.0000 1107.5854 1913.2195 2479.5610 2743.0244 1501.3171 1141.2439 -0.3552 0.0153 1.4495 0.0353 -0.1784 0.0351 0.0023 0.0387 0.0368
228.0000 1180.3478 2044.5217 2685.5217 2665.2609 1308.0870 979.4783 -0.3658 0.0174 1.4961 -0.0001 -0.1349 -0.0014 0.0054 0.0554 0.0529
228.0000 1053.5000 1864.1667 2465.8333 2735.3333 1868.5000 1458.3333 -0.2457 0.0670 1.5852 0.0357 -0.1910 0.0363 0.0031 0.0485 0.0433
216.0000 1629.0168 2506.9646 3211.2127 3967.6642 4348.2388 3770.6996 -0.0597 0.1492 1.9052 0.0900 -0.2256 0.0887 0.0001 0.0296 0.0169
216.0000 1500.9767 2319.5267 2994.7433 3735.3633 4040.0167 3441.6733 -0.0710 0.1465 1.8832 0.0906 -0.2340 0.0894 0.0002 0.0282 0.0176
228.0000 1171.4828 2193.3103 2858.5172 2451.4483 1121.4828 819.9655 -0.3147 0.0479 1.6272 -0.0447 -0.0614 -0.0507 0.0199 0.1092 0.1111
216.0000 1427.2840 2184.2469 2802.7284 3523.8179 3861.2068 3289.3827 -0.0683 0.1475 1.8914 0.0918 -0.2347 0.0893 0.0002 0.0215 0.0137
216.0000 1448.8307 2212.8519 2831.2920 3527.9549 3835.2638 3255.3075 -0.0678 0.1451 1.8897 0.0887 -0.2291 0.0860 0.0001 0.0259 0.0167
216.0000 1481.9894 2238.9133 2847.2708 3556.7982 3906.3504 3333.2177 -0.0640 0.1454 1.8988 0.0909 -0.2274 0.0874 0.0002 0.0246 0.0154
216.0000 1462.4141 2217.5859 2849.4229 3601.5463 3924.3921 3323.6740 -0.0737 0.1444 1.8808 0.0953 -0.2378 0.0924 0.0002 0.0264 0.0168
216.0000 1604.4185 2489.2939 3222.4089 3973.4920 4385.3978 3833.3994 -0.0551 0.1540 1.9147 0.0883 -0.2297 0.0880 0.0001 0.0244 0.0137
216.0000 1545.2072 2356.4972 3036.0193 3791.8094 4208.9779 3632.6519 -0.0586 0.1516 1.9108 0.0925 -0.2335 0.0906 0.0001 0.0205 0.0120
216.0000 1504.4573 2259.7611 2886.5939 3638.8771 4000.8532 3394.0307 -0.0679 0.1450 1.8928 0.0956 -0.2338 0.0920 0.0002 0.0248 0.0154
216.0000 1496.9442 2285.5308 2931.8962 3653.9923 3974.0269 3379.6192 -0.0677 0.1455 1.8899 0.0902 -0.2304 0.0879 0.0001 0.0275 0.0172
216.0000 1507.2869 2290.2500 2937.7443 3671.2131 4008.7273 3443.5426 -0.0671 0.1458 1.8922 0.0917 -0.2317 0.0892 0.0002 0.0236 0.0144
216.0000 1532.0193 2338.1473 2998.2222 3724.5000 4060.8816 3451.5700 -0.0649 0.1464 1.8953 0.0898 -0.2287 0.0877 0.0001 0.0267 0.0163
216.0000 1570.3552 2345.9956 2979.8093 3724.4323 4134.2591 3530.7875 -0.0589 0.1466 1.9101 0.0939 -0.2271 0.0900 0.0002 0.0211 0.0125
216.0000 1455.2453 2239.4634 2887.7155 3614.4055 3939.4123 3333.3833 -0.0688 0.1477 1.8888 0.0907 -0.2349 0.0889 0.0001 0.0248 0.0158
216.0000 1555.4700 2325.1800 2962.5100 3721.4600 4141.7000 3520.9300 -0.0601 0.1476 1.9090 0.0957 -0.2309 0.0919 0.0002 0.0185 0.0107
216.0000 1655.7059 2574.5147 3341.9265 4106.0882 4532.2206 3955.6471 -0.0533 0.1549 1.9177 0.0879 -0.2293 0.0882 0.0001 0.0253 0.0139
216.0000 1584.8142 2379.2925 3042.7194 3803.1502 4256.2727 3657.8300 -0.0549 0.1506 1.9192 0.0942 -0.2303 0.0911 0.0001 0.0220 0.0126
216.0000 1532.6299 2302.2814 2957.0130 3707.4048 4192.2727 3613.0043 -0.0512 0.1541 1.9285 0.0940 -0.2338 0.0909 0.0001 0.0195 0.0115
216.0000 1599.9915 2419.2080 3088.8661 3832.8946 4220.8718 3636.7293 -0.0593 0.1473 1.9071 0.0913 -0.2261 0.0887 0.0001 0.0308 0.0184
216.0000 1628.5252 2425.7230 3092.7950 3870.2230 4271.4892 3679.3633 -0.0624 0.1450 1.9029 0.0961 -0.2294 0.0925 0.0001 0.0210 0.0120
216.0000 1588.0948 2431.8407 3142.9718 3909.3306 4350.0302 3775.5847 -0.0553 0.1536 1.9168 0.0919 -0.2330 0.0906 0.0001 0.0222 0.0129
216.0000 1542.4228 2357.2442 3023.2028 3753.7068 4113.6475 3525.4937 -0.0621 0.1480 1.9013 0.0899 -0.2285 0.0879 0.0002 0.0252 0.0152
216.0000 1643.5069 2456.9186 3133.0783 3908.5668 4364.2335 3779.2227 -0.0550 0.1491 1.9183 0.0951 -0.2280 0.0918 0.0001 0.0224 0.0125
216.0000 1568.0195 2353.8506 3019.2273 3788.0682 4296.8214 3707.3669 -0.0500 0.1547 1.9315 0.0954 -0.2335 0.0923 0.0002 0.0195 0.0109
216.0000 1674.5033 2519.2964 3214.5147 3992.2199 4447.8436 3872.0879 -0.0539 0.1497 1.9194 0.0938 -0.2262 0.0911 0.0001 0.0273 0.0151
216.0000 1609.4513 2447.1858 3132.4602 3867.6283 4263.6195 3683.4336 -0.0564 0.1491 1.9123 0.0893 -0.2249 0.0872 0.0002 0.0252 0.0141
216.0000 1593.4308 2414.9209 3091.1344 3854.7391 4278.7194 3679.6047 -0.0579 0.1499 1.9118 0.0934 -0.2297 0.0909 0.0002 0.0253 0.0142
216.0000 1550.5410 2365.3700 3050.7494 3811.5199 4226.6323 3625.7143 -0.0592 0.1515 1.9094 0.0928 -0.2342 0.0910 0.0001 0.0188 0.0110
216.0000 1600.4035 2376.0877 3017.8596 3750.1579 4279.6140 3712.3333 -0.0422 0.1539 1.9460 0.0922 -0.2243 0.0881 0.0001 0.0153 0.0085
216.0000 1506.3555 2287.7539 2942.6484 3702.4844 4087.9961 3488.0469 -0.0649 0.1488 1.8988 0.0947 -0.2362 0.0922 0.0003 0.0257 0.0151
216.0000 1703.0552 2568.8207 3276.5103 4047.8138 4520.7241 3978.8966 -0.0501 0.1510 1.9263 0.0921 -0.2235 0.0897 0.0001 0.0254 0.0137
216.0000 1602.2718 2379.6796 3035.3592 3800.2233 4328.6893 3736.3301 -0.0468 0.1537 1.9381 0.0956 -0.2298 0.0917 0.0001 0.0180 0.0101
216.0000 1595.1091 2413.7143 3099.1364 3884.9831 4294.4623 3702.5299 -0.0625 0.1486 1.9031 0.0958 -0.2336 0.0934 0.0003 0.0273 0.0157
216.0000 1641.8446 2491.8216 3203.8453 3989.3683 4478.1501 3914.1355 -0.0515 0.1541 1.9257 0.0940 -0.2311 0.0921 0.0001 0.0247 0.0137
216.0000 1736.3810 2600.4071 3306.6840 4021.9944 4491.3606 3987.0743 -0.0425 0.1505 1.9390 0.0858 -0.2147 0.0831 0.0001 0.0299 0.0165
216.0000 1751.5115 2652.6866 3430.9124 4232.1429 4757.5530 4252.0829 -0.0464 0.1555 1.9347 0.0924 -0.2295 0.0913 0.0001 0.0286 0.0148
228.0000 1510.3148 2426.3611 2983.1574 2959.5741 1633.5370 1279.5370 -0.3301 0.0150 1.5583 0.0022 -0.1056 -0.0001 0.0124 0.1007 0.0808
216.0000 1660.4382 2695.7865 3704.4944 4641.2697 5615.1910 4990.2022 -0.0176 0.1931 2.0079 0.0959 -0.2654 0.1026 0.0001 0.0383 0.0176
216.0000 1667.1204 2523.4120 3235.8472 4000.7315 4588.1065 4021.5880 -0.0373 0.1598 1.9558 0.0914 -0.2264 0.0894 0.0001 0.0224 0.0121
228.0000 1735.0232 2870.3687 3509.3977 2764.4441 666.9463 518.6473 -0.5438 -0.0370 1.5094 -0.0840 0.0100 -0.0875 0.0093 0.0964 0.0782
228.0000 1306.7727 2250.7273 2891.6364 2981.7727 1392.0455 1069.0455 -0.3867 -0.0010 1.4380 0.0126 -0.1420 0.0123 0.0042 0.0594 0.0523
216.0000 1588.8030 2402.3940 3049.9764 3735.7388 4054.6531 3509.0364 -0.0601 0.1432 1.9018 0.0852 -0.2172 0.0824 0.0001 0.0223 0.0136
216.0000 1639.5844 2476.3811 3143.1053 3852.6497 4220.7750 3659.2650 -0.0559 0.1456 1.9114 0.0869 -0.2175 0.0841 0.0001 0.0227 0.0133
216.0000 1711.6023 2547.7452 3218.0463 3918.9884 4309.7915 3753.2471 -0.0507 0.1442 1.9209 0.0859 -0.2120 0.0824 0.0001 0.0206 0.0120
216.0000 1697.3429 2542.9524 3215.4857 3926.0143 4298.3905 3759.8286 -0.0542 0.1439 1.9139 0.0867 -0.2138 0.0835 0.0001 0.0238 0.0135
216.0000 1752.1191 2623.3867 3333.7949 4079.7969 4601.4590 4052.1309 -0.0406 0.1528 1.9451 0.0890 -0.2173 0.0863 0.0001 0.0234 0.0123
216.0000 1555.1720 2360.3720 2997.3505 3670.0968 3975.8925 3433.0280 -0.0609 0.1433 1.9000 0.0841 -0.2172 0.0814 0.0001 0.0219 0.0136
216.0000 1683.0055 2533.0340 3234.9792 3983.1829 4463.7010 3930.8291 -0.0468 0.1521 1.9330 0.0900 -0.2225 0.0875 0.0001 0.0262 0.0147
216.0000 1704.9966 2560.8187 3245.6914 3946.5349 4358.9403 3839.0856 -0.0478 0.1473 1.9270 0.0849 -0.2130 0.0821 0.0001 0.0298 0.0170
216.0000 1682.4514 2547.4583 3216.1829 3893.2801 4284.4676 3737.9120 -0.0474 0.1472 1.9266 0.0823 -0.2090 0.0797 0.0001 0.0266 0.0154
216.0000 1716.4917 2554.6396 3244.4688 3973.2333 4347.6604 3820.1792 -0.0560 0.1432 1.9108 0.0886 -0.2173 0.0853 0.0001 0.0346 0.0202
216.0000 1773.9347 2637.2005 3343.9231 4077.8939 4456.4464 3958.8473 -0.0546 0.1427 1.9128 0.0880 -0.2146 0.0848 0.0001 0.0352 0.0196
216.0000 1748.9283 2611.5521 3319.3547 4048.3706 4503.4041 3967.1359 -0.0458 0.1487 1.9324 0.0874 -0.2158 0.0845 0.0001 0.0262 0.0143
216.0000 1774.9464 2654.5714 3374.7857 4125.1429 4502.0179 3981.1964 -0.0564 0.1435 1.9095 0.0891 -0.2169 0.0863 0.0001 0.0337 0.0188
216.0000 1597.0222 2431.2444 3075.0444 3728.6000 4154.2444 3630.6222 -0.0421 0.1516 1.9389 0.0809 -0.2106 0.0784 0.0001 0.0245 0.0149
216.0000 1635.1570 2475.3318 3135.5874 3812.6547 4167.6682 3619.7982 -0.0530 0.1455 1.9155 0.0831 -0.2127 0.0805 0.0001 0.0252 0.0150
216.0000 1686.2222 2508.9028 3190.5556 3902.0139 4311.1111 3804.2083 -0.0505 0.1462 1.9226 0.0872 -0.2173 0.0839 0.0001 0.0260 0.0150
216.0000 1741.5891 2616.9690 3302.8527 3983.6899 4471.0620 3951.4806 -0.0358 0.1518 1.9515 0.0821 -0.2071 0.0793 0.0001 0.0258 0.0143
216.0000 1881.1044 2783.3297 3525.9780 4268.9890 4659.7088 4184.4890 -0.0517 0.1420 1.9175 0.0871 -0.2108 0.0840 0.0002 0.0325 0.0166
216.0000 1619.4750 2463.4500 3186.9250 3979.6250 4563.7000 4006.5250 -0.0424 0.1613 1.9479 0.0946 -0.2356 0.0932 0.0001 0.0239 0.0132
216.0000 1785.8926 2683.2975 3400.9008 4109.1901 4606.4050 4091.4132 -0.0372 0.1519 1.9487 0.0838 -0.2099 0.0814 0.0001 0.0307 0.0167
216.0000 1749.3750 2626.9120 3348.7500 4108.3194 4669.4259 4109.7315 -0.0379 0.1557 1.9518 0.0901 -0.2200 0.0876 0.0001 0.0222 0.0112
216.0000 1565.3295 2452.6648 3249.1818 4072.5739 4708.2614 4118.8438 -0.0402 0.1706 1.9540 0.0943 -0.2484 0.0958 0.0001 0.0244 0.0131
216.0000 1617.3551 2557.1051 3434.6268 4321.3949 5063.9710 4435.0978 -0.0354 0.1772 1.9665 0.0973 -0.2565 0.1006 0.0001 0.0311 0.0158
216.0000 1621.5562 2654.5281 3661.3034 4566.1798 5404.9944 4752.9213 -0.0260 0.1887 1.9856 0.0929 -0.2648 0.0998 0.0001 0.0252 0.0118
216.0000 1501.7083 2383.9375 3206.8542 4130.3125 4963.1250 4242.1667 -0.0343 0.1839 1.9787 0.1045 -0.2682 0.1075 0.0003 0.0272 0.0137
216.0000 1607.6965 2620.7569 3598.9177 4503.2888 5294.2888 4608.9762 -0.0311 0.1854 1.9749 0.0942 -0.2644 0.1005 0.0001 0.0292 0.0141
216.0000 1429.3836 2230.4843 2957.6226 3820.5535 4760.4969 4053.2893 -0.0178 0.1905 2.0212 0.1036 -0.2631 0.1040 0.0003 0.0289 0.0159
216.0000 1620.2598 2491.5852 3223.6921 4026.0721 4591.1528 4015.0742 -0.0451 0.1611 1.9412 0.0946 -0.2354 0.0938 0.0001 0.0285 0.0156
216.0000 1559.4766 2379.8713 3051.9474 3818.0029 4343.4678 3763.8626 -0.0471 0.1580 1.9372 0.0937 -0.2321 0.0916 0.0001 0.0250 0.0144
216.0000 1663.8167 2646.0000 3559.7944 4447.1722 5297.0056 4658.3944 -0.0238 0.1834 1.9915 0.0952 -0.2540 0.0991 0.0001 0.0269 0.0129
216.0000 1694.5497 2576.4305 3321.5762 4112.9404 4585.0629 4060.7384 -0.0522 0.1531 1.9224 0.0927 -0.2297 0.0914 0.0001 0.0260 0.0141
216.0000 1577.0712 2564.7603 3507.4532 4360.9888 5107.9026 4488.4457 -0.0298 0.1839 1.9755 0.0906 -0.2594 0.0961 0.0001 0.0223 0.0110
216.0000 1634.2506 2546.8859 3354.0844 4200.7395 4915.5583 4298.3797 -0.0338 0.1726 1.9688 0.0959 -0.2452 0.0972 0.0001 0.0255 0.0132
216.0000 1457.5882 2221.6471 2903.5294 3718.4118 4725.6471 4047.0588 -0.0036 0.1916 2.0524 0.1008 -0.2519 0.0991 0.0003 0.0271 0.0148
216.0000 1503.9216 2397.5294 3214.7059 4072.8235 4750.8627 4082.7255 -0.0410 0.1764 1.9557 0.0972 -0.2590 0.1001 0.0001 0.0220 0.0115
216.0000 1674.5866 2587.6201 3406.8994 4245.3520 4935.5978 4326.6592 -0.0345 0.1698 1.9650 0.0947 -0.2426 0.0956 0.0001 0.0212 0.0107
216.0000 1645.5866 2499.0945 3217.7283 3984.9646 4423.1299 3913.2047 -0.0545 0.1515 1.9174 0.0916 -0.2292 0.0899 0.0001 0.0311 0.0179
216.0000 1583.6538 2613.2308 3646.4615 4576.0000 5565.6923 4931.7692 -0.0155 0.1985 2.0131 0.0946 -0.2730 0.1026 0.0001 0.0359 0.0169
216.0000 1621.9315 2448.4384 3139.6164 3884.8630 4283.8082 3772.8356 -0.0573 0.1482 1.9108 0.0906 -0.2268 0.0883 0.0001 0.0358 0.0206
216.0000 1699.9091 2573.3247 3317.2727 4108.8636 4607.9675 4078.1948 -0.0494 0.1541 1.9288 0.0931 -0.2299 0.0915 0.0001 0.0308 0.0170
216.0000 1620.4072 2627.7577 3621.1443 4520.6546 5357.6753 4724.1598 -0.0259 0.1876 1.9861 0.0935 -0.2648 0.0997 0.0001 0.0272 0.0131
216.0000 1655.7258 2719.2097 3798.5645 4721.0161 5684.5000 5091.1129 -0.0157 0.1959 2.0087 0.0919 -0.2691 0.1000 0.0001 0.0333 0.0151
216.0000 1627.2500 2519.4583 3296.4773 4093.4886 4782.1553 4180.5038 -0.0304 0.1709 1.9736 0.0920 -0.2381 0.0923 0.0001 0.0238 0.0125
